id,tweet,label
63530,". @AmericanAir is THE WOST airline EVER! Delayed flights, had to beg for the 1st class I PAID FOR. LOST MY BAG. I hate u guys NEVER AGAIN",0
54096,"@Delta @DeltaAssist every flight I've been on for the past 3 months have been delayed, almost missing my connection in a 2 hour layover.",0
13424,@alltomlou unlike @JetBlue they got wifi on dem planes. Ã°Å¸ËœÂ and free food. APRIL come already. SCREW TOU UNITED,0
93131,@SouthwestAir sucks ðŸ˜­ #NeverGettingHome #ItWouldBeFasterToWalk,0
96875,why do I pay $195 a year &amp; spend thousands on my @united card if they're going to treat me horribly when I fly?! SO disappointed.,0
8813,@DeltaAssist app still not working past November!,0
147131,@AmericanAir DCA waiting for a gate again. Tell the pilot to turn on the air. Passengers are not comfortable and tired of excessive wait.,0
162016,My @USAirways flight is hot as hell. No air conditioning since auxiliary power is turned off but apparently @AmericanAir needed the parking,0
104292,C'mon @AmericanAir delay at JFK due to frozen pipes? You'd think preventative measures would be taken for winter; didn't suddenly get cold,0
90616,1/ Applied for an @united card with @chase yesterday and never ever during the phone conversation did they ask how they could help me...,0
103676,"Stuck in Steamboat, on the phone with @AmericanAir and my call dropped. Please help!",0
118726,@united 15 hour flight to China and no wifi or video. They just thanked me for my patience. I am not patient.,0
12063,Whatâ€™s up w/so many airlines not having wifi lately? On 767 @AmericanAir plane &amp; no wifi fr Miami to Orlando?! Becoming as bad as hotels,0
128685,@DeltaAssist: 1156 delayed out of PDX; likely missing connection in ATL. Can you get me on 4914 to CHO?,0
118848,Not sure I can ever fly @SouthwestAir again. Another delayed flight. Air conditioner is broken and we are overweight. #safetyfirst,0
127481,"@scott_crow Man, @JetBlue is so bad, they make @united look like @emirates. Count on a bad experience with them at least half the time :/",0
43937,@united please tell flight 3466 from ORD-BTV to wait for me!! Delayed a bit on flight 333 Austin to ORD.,0
100830,"@SouthwestAir I'm having alt of trouble checking in my flight, highly disappointed. Online won't work and I've been on the phone for an hour",0
143911,Come on @united flight delayed and can't move me to earlier flight that's only 50% booked without fee. That's crazy!!,0
68204,"@united you told a passenger that they would be able to make a connecting flight, despite a 2 hour delay.  Now they are stranded.  #yousuck",0
114275,@SouthwestAir Flight 177 out of LAS delayed again. Shocking Ã¢â‚¬â€ why is this flight perpetually late? Did I select the wrong airline? #noLuv :(,0
142767,@VirginAmerica yes I would like to file a complaint!,0
109695,@MixedSemaphore @AmericanAir @dfwairport and get people to load bags. Beyond ridiculous tonight. #airportfailure,0
55637,@jacksonfall which begs the question: What's worse than air travel with @united  (Answer: Nothing.),0
12750,Why does @united continue to torment people on hold with vilest version of Rhapsody in Blue ever recorded? #gershwinshouldsue,0
60091,"@AmericanAir there were items ripped open from one of my bags and missing that I checked, can someone call me immediately",0
51473,Looks like @Delta @DeltaAssist owes @mattnathanson a little more than an apology for destroying his guitar. #notshocked,0
95568,@DeltaAssist no you suck,0
149504,@united why 15 people deep waiting to get into redcarpet club EWR really slow check in http://t.co/QkeZyds3l9,0
43303,Are you kidding me @united your service is terrible and somehow my brother and I just got bumped from our 12 PM flight to 9 PM WTF is this.,0
9794,"@VirginAmerica worst inflight service ever! Not UA low, but an order of magnitude worse than the usual delight I've come to expect. #VX027",0
45947,"@SinaBahram hmm, so sad @DeltaAssist booking next time might be best with another carrier #failToHelp",0
123571,"@JetBlue I lost my wallet on a plane, how would I go about retrieving it? Pleas help",0
12745,@AmericanAir Just got notified our flight to ORD has been cancelled. It's AA3520. I'm on hold but perhaps Twitter can be faster?,0
66461,"@united just had my flight home cancelled, been waiting in customer service for a couple hours now, not enough reps. A little help is needed",0
68867,@jetblue Should get a full refund of cost of changing to an earlier flight. Been at MCO airport with a 3 hour delayed flight. Waste of $,0
112302,United Airlines: A first-class cock up http://t.co/D7ZJ4FerLL @united this is karma from poor treatment of customers.,0
130062,Never flying @SouthwestAir again!!! #angry,0
121870,@AmericanAir poor poor treatment at LHR T3 checkin. Female agent questioned my OW Sapphire status! Will use other OW partners-appalled by AA,0
84924,@aayoub @Remroum @Delta @DeltaAssist would they have put a #WASP to the back of the plane after being harassed?,0
133885,@bewareofblair @AmericanAir That totally sucks. I hate when companies aren't sympathetic and don't want to work with people,0
16889,The @united married segment logic that impacts upgrade available space is annoying - http://t.co/xARmp6Eb6P,0
3004,"NEVER FLY @united, rude employees, always a bad experience, they are crooks: $200 for a change fee plus the difference. I want @JetBlue back",0
102218,@united 2 flights in 3 days and both delays for maintenance issues. Any chance to prevent issues be4 boarding? Frustrating,0
4768,@united  lost my luggage twice. I missed my flight bc the 1 teller they had at MAF was in the back searching for lost luggage for 45mins.,0
389,"Vincent London CS JB Manager at UVF, provided the worst service I have ever received in my life! B/C of him I am stranded. @JetBlue",0
114197,More than 40 minutes waiting for a gate  @ MIA....  @AmericanAir,0
92890,I'm extremely disappointed in @SouthwestAir and the way they treated my aunt and my 8 year old cousin. So disrespectful and unprofessional.,0
157554,"Seriously @DeltaAssist and @Delta, flight attendants on DL2728 just go camp out in seats at back of airplane during 30 minute ground delay?",0
169752,"@united 1st you kick of kid on spectrum, now crying kids. You are awful. @Autism @autismspeaks",0
108707,@AmericanAir Spent 2.5 hours on hold last night. Will I ever get my luggage back? Gone since Friday.,0
2674,Hey @united do u think our bags could come out today?  Travel every week never seen bags this slow.  Guess that's why I fly @Delta normally,0
150702,@united worst boarding process ever. Enforce the small bags go under the seat rule!,0
109049,"@Southwestair wifi connection on my flight is terrible. Switched devices to try and fix the problem, now I'm out $16!",0
162167,FUCK @AmericanAir,0
169395,@SarahBlackwood1 @united kicks a pregnant woman and her child off a plane???? Sickening,0
98942,@AlaskaAir is trying to charge $150 to fix a typo and I've been on hold with @Expedia for 35 minutes. ðŸ˜ ,0
64575,@l0ftzilla @AJFeather How does arriving early mean you're late? @SouthwestAir @USAirways,0
71437,@united maybe you can help #ORD find a gate for #UA1435. We are waiting for 30 min on the Tarmac for our gate to open,0
68950,Such a great experience so far on @AlaskaAir until I landed at LAX only to find my flight to OKC is 2 hours late #longdaytiredgirl,0
1813,@united it does and did. But that didn't stop the attendant from making lines of people wait while we each tried it out. Terrible logistics.,0
25406,Bought a first class ticket for my mom. Cancelled it. And now being told we can't use any of the left over value. @AmericanAir is a joke.,0
129880,"Flight on @United to WY was worst ever. Now, a mechanical delay when they had all night to fix the problem. 45 min connect time in Denver.",0
151672,@jetblue why is flight b6661 from bgi delayed? Airport staff not v helpful with info,0
108454,@VirginAmerica I've had super frustrating 24hours trying to work with you b/c you were my fav airline but might rethink that now #frustrated,0
31296,.@AlaskaAir got that serious twitter game. Shout out to boarding from the back and emotional damage. And Michael. *air horn*,0
171853,There's always some type of delay with @United ... So annoying man.,0
157030,"@united have a nephew with autism, saw how you treated this girl and corporate response, I will never again fly your airline. #boycottunited",0
151871,@dannysullivan @SouthwestAir Oh you mean like @united Wifi?  Also a waste.,0
12687,@AmericanAir Can you help me get home to my daughter? My flight tomorrow from Chi to DC is cancelled (322). I am flex on airports.,0
138577,@AmericanAir when is flight 1197 actually going to leave tulsa?  We've been given 6 different departure times already today...,0
173475,@DeltaAssist flight 3911 out of Newark cancelled and I need to get back to LA.,0
78141,@AmericanAir letting people know u don't have room 4 luggage is a bit late at the gate. Notify sooner.,0
90274,@Delta taking bags for a mandatory check way too early in ATL. Inconvenience too many ppl and further delay us. @SouthwestAir 4EVA.,0
89062,@united please take care of UA2105 people. As if a 13 hour flight isn't daunting enough--they've now been delayed a full 48 hours.,0
120598,.@DeltaAssist Is it intentional that your app forgets my trips? Or is it bad design?,0
95766,$200+ change fees? You'd think @USAirways would be in 21st century now and on par with @SouthwestAir or @JetBlue ! Guess not! #poorservice,0
13862,"@AmericanAir has horrible policy, not employees. Dec 15 is your Cabo ""Convenience"" cut off date yet our hotel will not be open #disappointed",0
52495,"Used @VirginAmerica wi-fi to do 4 hours of work on the plane, allowing me to be a tourist in NYC vs being stuck in the hotel #OfficeInTheSky",0
122948,@DeltaAssist just some bad attitudes toward customers in my observations.,0
12765,"@united I'm never going to make my connection if this ""service"" issue isn't done ASAP UA456 to UA5302",0
1020,"@eflind @JetBlue Ugh. So frustrating. I hate airports, they give me anxiety.",0
105624,"@VirginAmerica the code ESCAPE20 is not working on the site, supposed to be good until the end of Sunday....",0
145780,@AlaskaAir you guys are killing me. I don't know the last time I've had an on time flight. When traveling for work weekly need reliability!,0
38029,A little @jetblue disappointment damage control email for this evening. . . #airlines #travel #dontchange,0
38591,@JetBlue Thanks but not addressing the issue. I guess i will have to hope your website works properly on next promo,0
152268,"This 3-hour delay would be more acceptable if @JetBlue would cover drinks for the wait. You know, at least buy me a drink before you fuck me",0
19878,what going on...3+ hour delay c'mon @VirginAmerica,0
86144,@united can you plz help me understand the details of flt 6336 delay? #unitedairlines need to make conn flt 1571 in sf,0
42192,@StinaHunz @JetBlue never do they suck. But I miss you happy thanksgiving,0
123452,"@AmericanAir poor excuse. I need 2 make 2 flights nxt mnth &amp; will avoid u &amp; @USAirways due 2 this ordeal. @jetblue, @Delta - here i come!",0
169848,@AlaskaAir we had no control to get to the airport early and now we have to wait to check bags.  #poorservice,0
152441,Using @AmericanAir was a bad decision. Probably the worst flight experience I've had.,0
97578,@DeltaAssist I was on the queue to be called and then the call was dropped. i put myself back in line but dont want to wait again. pls help,0
103079,@AmericanAir Force me 2 check my carry on. Lose bag for 3 days + damage it. Offer me $25 for a now useless $190 bag. You guys suck.,0
6708,@AmericanAir What a mess! Flight from Vegas is late &amp; has to stop for gas in Dallas and no food except for the 5 first pass of coach!,0
127563,@AmericanAir can you please tell me what's going on with 1029? I've been on the Tarmac since 4:00PM EST this afternoon.,0
161842,.@United robbed me by downgrading my seats at the gate and refuses to issue a refund.@USDOT http://t.co/PznZDS1xH9,0
115252,@AmericanAir has given me hell after my 13 hour flight. I am furious!! Worst customer service ever.,0
118647,@kristen @united Women should never be made to feel uncomfortable about breastfeeding. #healthyhappybabies,0
5056,@AmericanAir @ProfessorCrunk Amazing(in the worst possible way) that it took this long for a response. I will not be using yr services.,0
119316,Ã¢â‚¬Å“@samipatton1229: @JetBlue why do u hate meÃ¢â‚¬Â,0
12639,Another @united #FAIL just sitting at IAD &amp; no one to load the bags - really?,0
77505,Thanks @JetBlue for having rude check in staff!!! Thanks @JetBlue for refunding me 163 in credits to an airline I don't want to fly.,0
69581,Serious issue with @JetBlue flight from NYC to lax. Didn't check my sisters luggage with the rest of us and your customer service is shit,0
68080,"@AmericanAir has the WORST customer service/relations I've ever encountered, because it apparently doesn't exist.",0
24013,@donnatalarico @bamadesigner that's brutal! At least we're flying @SouthwestAir #heweb14,0
132814,"@JetBlue next time you lose someone's bag and ruin their vacation, might want to have your CS act like they actually care!",0
8771,@united one of your ground stewardess in HNL failed to listen when we said our final destination was YYZ and now our carry-on check-in is ..,0
168690,"@SarahBlackwood1 @united that's ridiculous! We used @JetBlue a yr ago, he cried the whole flight. We weren't kicked. I even breastfeed him!",0
102185,@DeltaAssist 90 minute wait times on phone? Eek! Trying to change my moms flight since my sister is in labor. Cant do it online. Can u help?,0
140491,@icecoldpenguin @AmericanAir don't forget the rudeness of the staff when I dropped you off.,0
145563,@SouthwestAir Walk off the plane only to hear the pilot lecturing the maintenance guy about how many issues that plane had.,0
95841,@AmericanAir 2nd time in 3 months flying MKE/ORD/LHR delayed 12 hours. Wonder if you'll lose my bag this time again too? #nothappy,0
152838,@Reagan_Airport 's and @VirginAmerica computers down. 2hr delay + flight logs old school. For gods sake just get me to #dallas.,0
141548,@united at it again.  Trying to get to Denver for my bro's 40th b-day.  Flight didn't go last night and missing plane for my flight today.,0
135192,@AlaskaAir ...shame on you @alaskaair,0
157677,@VirginAmerica sent DM and no response?,0
50513,"@united Hi, I am a frequent flyer and have had problems logging into my account/tracking my info despite contacting support. Help me please.",0
5423,"@DeltaAssist 2 weeks ago the problem was ""data uplink"" then weather. I feel like I'm being scammed. Didn't even cover the hotel cost.",0
113647,@AmericanAir REALLY?  #DFWtoPHX CANCELLED? And no way to restore trip? #springbreaklost #DONTFLYAMERICAN ðŸ˜¡,0
138722,after @united wanted to charge me 125 to get on an earlier flight then cancelled my original flight leaving me here for 8 hours never again,0
16818,I just flew in the hottest @AmericanAir Airlines flight ever. #sweatlodge #NotCool #,0
30502,"What do you know, @united another problem with one of your planes. Flt 1158. Four and a half hours last week and now this.",0
97230,@AmericanAir to be clear: this isn't only about lost vacay time. Paid more to fly w my party + reasonable layovers. You changed it anyway.,0
28671,@AlaskaAir missed out on using the sign up mileage plan credit but you're still offering it to new sign ups. Can you help?,0
41680,THANKSGIVING TRAVEL NIGHTMARE UPDATE: went from 2 hr delay to 4.5 hr delay. #delayallyouwant #justdontcancelplease #getmehome @SouthwestAir,0
35547,@michellevisage @Delta @DeltaAssist I think Michelle may have got her hair stuck in the overhead compartment...?,0
17972,"@JaniceWhaley  Can't be any worse than the vegan option (""Vegtable vegitarian"") on @AmericanAir we were tortured with recently #foodcrime",0
29168,So disappointed in @SouthwestAir service today in #ATX. Makes me never want to fly this airline again.,0
102272,@united what's up with the sun-slc flight getting rerouted. We now have to bus to Boise to fly out of there? Why?! Highly inconvenient :(,0
171189,@united disgusting! #unitedfortahera http://t.co/OR4YvD4Tot,0
70986,"@JetBlue, I used to like you. Now you're unfriendly, your checkin agents are slow as hell and your planes are old and nasty.",0
9126,Why @JetBlue and other LCCs will win in the end. Exit row upgrade w/o fee after a 3hr delay. #JetBlue #YouAboveAll,0
104084,"""@ConferringCarl: Outrageous bad service &amp; bad communication by @AmericanAir in Dallas tonight. Shameful treatment of travelers."" Ugh! Awful",0
53218,"I specifically chose to fly @SouthwestAir home, and here I am, sitting on the tarmac in Chicago for 45 mins on an already delayed flight.",0
144353,@Delta flight landed 40 min ago. On tarmac. Touring LAX airport. Folks vomiting from the rocking. HELP @DELTAASSIST,0
60046,@AmericanAir @TeresaJLo what a useless and terrible customer service response. Don't you think I would track it if I could?,0
92719,Yooo @SouthwestAir my flight from NY to Chicago got cancelled I need help!,0
72586,@united every time I fly United my flight is either delayed or my bags are lost. Coincidence? #stuckinperu,0
167842,@AmericanAir @USAirways So my flight is delayed 5+ hours in Charlotte because you can't find a flight attendant?  Really?,0
136156,@DeltaAssist Flight delayed. Finally board now forcing 2 people off due 2 weight. Another delay 2 reorder. poor communication w/passengers,0
149842,"I know that to you @delta it's just another bag, but for me, it has all my clothes in it, and it's ruining my holiday @deltaassist #findbag",0
116284,@NobodyEpic @KYR_SP33DY  @DeltaAssist  what the hell Delta,0
114328,"@AmericanAir  Your flight today was horrible. Bad service, small seats, flight delayed, nickel and dime for everything, ugh.... Help me!",0
109364,.@AmericanAir the six minutes i will miss my connection by as a result of the ground crew forgetting to empty the toilets will be shitty :(,0
15800,Just had yet another bad experience on @AmericanAir. Makes me wonder what my gold status is actually worth. @United looks better every day.,0
80870,"@AmericanAir delays my flight, so i miss my connection, now my father is on a flight and I've been wait listed. Is this business as usual?",0
154120,Ã¢â‚¬Å“@JustinNFJK: Guys I would totally fight @AmericanAir but it would hurt to punch a plane. Ã°Å¸â€˜Å Ã°Å¸ÂÂ¼Ã°Å¸Ëœâ€“Ã¢â‚¬ÂFUNNIEST SHIT,0
43904,@AmericanAir AA1655 has been stuck for 50min already: no gate available in DFW airport. You kidding? What about changing gate?,0
37178,"@united UA1490 30 min late b/c as pilot said ""someone was too lazy"" to prep the plane - sat in hangar all day  #unacceptable",0
157958,@united UA maintenance issues strike again. Flt#106 delayed due to mechanical issue. Seems to be the norm rather than the exception lately.,0
91447,"Um @united, how can u turn off water pressure &amp; leave us to use water bottles ""sparingly"" in bathroom for full, 5-hr flight (209)?!",0
153949,Will no longer fly @united if their policy is to allow this to happen http://t.co/HbMIK1V8xp,0
24002,@AmericanAir Always have old planes and mechanical issues on the flight from #mia to #eyw,0
97461,"About to hit a full, two-hour delay. Just sitting on the tarmac, waiting for our final load weight, or something. #notsnowing @united",0
124897,My @AmericanAir flight was stuck in  takeoff posistion for 15 minutes because the runway lights were out. @Delta  hustled a flight out early,0
109742,"Still upset @SouthwestAir for canceling my flight, and making me come home earlier than planned.",0
104503,Went from best customer service @LewisCollisionCenter to worst @AmericanAir #epicfail in a flash.,0
146275,@AmericanAir is terrible and so are their employees at DFW. Witnessed the rudest behavior I have ever seen here. Not flying again with them.,0
104448,S/o @SouthwestAir for the legroom... Jk this sucks #improvementneedstohappen http://t.co/M940cVbPSr,0
163914,Rude people at the airport at 6AM do not have time for you. Also @AmericanAir you suck and your employees do too.,0
60583,"@semil @united is it airlines in general, or are they particularly bad?",0
111211,@AmericanAir you are the worst airline in the world,0
22153,I will NEVER fly @VirginAmerica again! I booked a flight 6 weeks ago for $227 &amp; today it's only $147. I called + they don't care!,0
393,Flying home .. A little disappointed @VirginAmerica attendant though... I had high expectations.... #notnice,0
42393,@AmericanAir What is the process to file a formal complaint?,0
75781,"Havnt traveled @AmericanAir since 2010 and nothing has changed. Delayed as always, attitude from staff, no explanation. ðŸ‘Žâœˆï¸âœˆï¸",0
87953,@JetBlue has the most eccentric employees.  Still waiting on my full access partygoat flight pass. #winning http://t.co/jdMw4Jwlyk,0
116445,Ugh @united really?,0
101398,@Delta is literally the WORST tell me why they cancelled my flight the day of for no reason and a 2 hour wait over the phone?? @DeltaAssist,0
143719,"@Delta @DeltaAssist bad inflight exp 2day. uncleaned &amp; disgusting seat pocket, broken window shade &amp; seat pushback Ã°Å¸ËœÂ¡Ã°Å¸â€˜Å½ http://t.co/2cesROoUZS",0
75098,Delayed flight :( @AmericanAir,0
155280,"Worst. Flight. Ever. Screaming children, inattentive parents, and tornado turbulence. @AlaskaAir, I've come to expect better from you.",0
52032,"Its been over a month since issue and still ""Pending Review."" too busy with the merger? @AmericanAir AA Ref#1-2470146097",0
73487,@united has the worst domestic #firstclass http://t.co/i4Hc2VQN0m,0
32951,@united waiting on your plane at yyc airport for an hour with no updates to your customers. Never flying united again,0
13006,@amieernst @united Nope. Sad trombone/,0
100270,@chermc56 @AmericanAir ughÃ¢â‚¬Â¦ I hate that! Hope you made it to your destination safely!,0
161288,Contd: At least @VirginAmerica knows how to treat customers. Shame on you @VirginAtlantic Upper Class wasn't worth it without food!,0
119949,@DeltaAssist Been on hold for 45 minutes trying to reschedule/refund a late flight but I guess at least consistency?,0
166900,@AlaskaAir flight 356. Shows boarding now... No plane even there. Let alone unloading from arriving flight... Why not show flight delayed,0
12424,@AmericanAir pilots from DFW to CHS are dishonest or clueless -their failure to share any information @ why we sit here 1hr late pitiful,0
165185,".@DeltaAssist I'm not flying on your airline today. The @warriors were, but they were delayed 5 hours by your poorly maintained plane.",0
39366,2 hour flight and @united lost my bag...!,0
92289,@AmericanAir my flight has gotten canceled for and i have been on hold for 45minutes trying to re-book. I need to get home. HELP PLEASE,0
144751,"@united mechanical problems in Ontario, no hotel rooms in San Fran, currently enroute to Seattle. Hoping for a hotel room",0
22092,"Aw @Sethrogen, don't you hate these guys? @united http://t.co/fc41LjMSyw",0
162239,Could @united be anymore unhelpful? Stuck in Denver. Hotel voucher is useless. No rooms available. They won't even give us cots.,0
114827,"@DeltaAssist DL3722 - got a call, flt delayed until 7:55, got another call (at 6:55) that it was leaving at 7:10. Why make me fly @JetBlue?",0
73784,Incredibly frustrated w @AmericanAir website. Hit confirm for flight &amp; didnt get confirmation. 30mins on phone with CS &amp; had to start over,0
157467,@JetBlue You're kidding me right ! I'm not #mosaic anymore all of a sudden ? #fail,0
87994,@JetBlue any reported issues with the app? It keeps crashing when I try to get my boarding pass.,0
20392,I just want to pay for an upgrade@United. Your people suck as bad as your service.,0
101622,Hey @DeltaAssist any chance you could give my wife a call back? She missed your call back and is on a short break. #CustomerService #dayjob,0
64561,@united I could never purchase it. The flight attendant said it their server was down.,0
90614,"@VirginAmerica overall I like flying you.  But why is the wifi so bad?  It's not unreliable; it's reliably terrible, yet super expensive.",0
20918,Longer odds on a @united flight that's actually on time or mayweather tweeting a losing ticket?,0
101733,@AmericanAir stepped it up today huge...waiting on @united to do the same. Especially considering they're the real problem here...,0
26516,@AmericanAir i fly out of Dallas every week. About once a year I give you another try. Same results still waiting for bags 45 min later.,0
124255,@AmericanAir this FA had no concern for my safety &amp; I even asked &amp; he didn't help.  It was dangerous &amp; pathetic. u should investigate,0
26,@USAirways @AmericanAir have conspired to ruin our vacation. 3 hrs in broke plane on pls runway. Missed connection. #failed rebooking #fail,0
23408,@united @flySFO Premier check in is now one big mess! Hire a new logistics manager asap..These are your best customers!,0
78518,No better feeling than when the flight attendant gives you the WHOLE CAN instead of that bullshit cup. You stay classy @AmericanAir,0
10801,"@AmericanAir should we/when should we be concerned there is no gate info for flight 4273, set to leave DCA in about 45 min?",0
88653,Had a pretty hi opinion of @VirginAmerica until tonight. Flight currently delayed nearly 4 hrs w/ no explanation.,0
137151,A lot of unhappy people at the ATL airport!! 3 hour delayed flight due to weather and NO CREW AVAILABLE!!! @Delta @DeltaAssist,0
37299,@breakingtravel @WSJ @JetBlue that's a shame. companies that can't stick to their foundations.,0
110090,@AmericanAir really a huge delay for no reason!? Flight1679 ORD to TPA! What is going on!,0
154609,@AmericanAir when is your company going to integrate. Missed a rare flight out of DFW because my ticket couldn't be transferred #stranded,0
13105,@AmericanAir being put on hold for 40 minutes for current reservations is a joke.,0
142352,@AmericanAir had the worst flight back from my honeymoon.Waited in line for 3 hours with computer delays to check in almost missed my fight!,0
133915,.@united the plane is delayed because the crew is still at the hotel? Seriously? How is that allowed to happen?,0
56448,I hate @united.,0
65671,@makeupbyKevan @AlaskaAir Its very rare to experience rude employees at Alaska Air.  (496k miles),0
79422,@AmericanAir I rec'd this unacceptable response. Cannot email the acct &amp; no phone # to call. How can I resolve this? http://t.co/9fd02kRMtv,0
21839,Delays! Delays! Delays! Ugh! I hope the passenger they had to remove off of my flight is okay! #312 to #305 @united @fly2ohare,0
18315,"@mstupenengo @AmericanAir I know, I had problems with the same airline also this month, I'm sorry to say but it's the truth",0
71610,Way to go @AmericanAir. 3rd flight of 2015 and every single one was 3+ hours late @coopergreen #fail #newamericanshouldpullitogther #bad,0
123601,"Hey @southwestair. Booked 2 tix for July 2015. Didnt receive an email. Charged my card. Wrote, but no response #WTF?",0
137040,"Over an hour long Flight Delay At #JFK, but fortunately for me the @Mets are on TV! @JetBlue @Terminal5NYC. #LetsGoMets #itsthelittlethings",0
101711,@AmericanAir + @USAirways My morning flight #826 just got cancelled to Charlotte but I need to make a connection to SJO. On hold #HELP,0
12097,@SouthwestAir what is the outlook for tomorrow's flights out of LAS to MDW. Been stuck since Friday and need to get back,0
38276,@AlaskaAir really upset with you guys right now,0
166931,@united sitting on the Tarmac for 2 hr 35 minutes on ua3741 in IAH. Hope we get off before 3 hours tonight,0
134412,@united really poor customer service experience on a recent flight + a form letter response. I expected better. #disappointing,0
8119,@SouthwestAir any idea why the internet on your flight today is so bad? it won't even let me go to the southwest website!,0
86033,"#OilPrices at 2004 levels, #AirFare soars to record levels. #Greed makes for bad press.  @DeltaNewsroom @Southwestair @United @Americanair",0
60025,@DeltaAssist 19 hours later &amp; still no bag. Your staff can't even reach the courier service that is supposed to deliver the missing bag.,0
99438,"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!",0
48900,"@delta @DeltaAssist Delta should be ashamed. Firing Kip Hedges shows zero class, and I will never fly Delta again.",0
56345,Flying with @united today has been such a nightmare that I never want to fly again.,0
97864,"@americanair is trash. Paid $75 for ""extra legroom"" which is made up nonsense now over 2 hours delayed. Want refund for phantom surcharge",0
117586,"@Frommers @Delta sucks for rewards. We hope @AmericanAir, @united and @JetBlue won't follow suit. Btw our loyalty is with @AmericanAir",0
172990,@united 10.00AM to Newark cancelled. Whose idea to wait until 5.30pm before postponing the 6pm Newark for 2 hours to transfer passengers?,0
110120,@united :Got an issue with United?  Read 2 letters Ralph Nader sent to UAL's CEO.  http://t.co/NRCaKp7V9P  http://t.co/0stXqYJ3oP,0
170103,Learning new things today. Flying First Class with @AmericanAir isn't enough money to get into the lounge in Philly #Disappointed,0
86356,@DeltaAssist this is crazy!! we have been on the runway with no AC for over 2 hours! first a mechanical issue and now you have no start cart,0
11998,@DeltaAssist may have the worse company policies when it comes to switching or canceling flights. I feel like I have been hustled every time,0
139810,"@DeltaAssist Your website just robbed me and said my card was declined, now im missing $600",0
127956,@Brooklyn_Chase @FlyFrontier worst airline ever!!!! @AmericanAir are twice as better!!!,0
102164,"@AmericanAir delayed departure from London, missed connection in Miami. No help from your staff, no accommodation provided. Terrible service",0
14449,@AlaskaAir you should really address two poor operations! The check in at SLC is poorly designed-- and causes unnecessary delays,0
74504,@United can you help my children by escorting them after their flt was delayed? They're on 6279 going to 1544.,0
